level,type,prompt,answer,source,license
A2,gapfill,"By the 19th century, Eastern Armenia had been conquered by the Russian Empire, while _____ of the western parts of the traditional Armenian homeland remained under Ottoman rule.",most,simplewiki,CC BY-SA
A2,gapfill,Around 1.5 million _____ were slaughtered and many more deported.,people,simplewiki,CC BY-SA
A2,gapfill,"In 1918, following the Russian Revolution, the Russian Empire ceased to exist and all non-Russian countries declared _____ independence.",their,simplewiki,CC BY-SA
A2,gapfill,_____ led to the establishment of the First Republic of Armenia.,this,simplewiki,CC BY-SA
A2,gapfill,The modern Republic of Armenia became independent in 1991 _____ the dissolution of the Soviet Union.,during,simplewiki,CC BY-SA
A2,gapfill,"Armenia is divided into ten provinces, with the _____ of Yerevan having special administrative status as the country's capital.",city,simplewiki,CC BY-SA
A2,gapfill,"As of 2007[ [update]], Armenia includes 915 communities, of _____ 49 are considered urban and 866 are considered rural.",which,simplewiki,CC BY-SA
A2,gapfill,"The Republic of Armenia recognizes the Armenian Apostolic Church, the world's oldest _____ church, as the country's primary religious establishment.",national,simplewiki,CC BY-SA
A2,gapfill,"As settlements (places where _____ lived in groups) change and grow, old buildings get buried.",people,simplewiki,CC BY-SA
A2,gapfill,"_____ will get covered rather quickly, because wind, water and plants will bury it.",it,simplewiki,CC BY-SA
A2,gapfill,"_____ process of natural or man-made burial is why archaeological fieldwork involves digging, and is expensive and takes a long time.",this,simplewiki,CC BY-SA
A2,gapfill,_____ are many different ways of doing archaeology.,there,simplewiki,CC BY-SA
A2,gapfill,"Archaeology relating to oceans, seas and lakes is _____ done underwater.",usually,simplewiki,CC BY-SA
A2,gapfill,"""Maritime archaeology"" is a part of _____ subdivision.",this,simplewiki,CC BY-SA
A2,gapfill,"The recovery and study of _____ objects is called ""ice-patch archaeology"".",these,simplewiki,CC BY-SA
A2,gapfill,"_____ includes the study of bones, feathers, teeth and other body parts as well as their interpretation.",this,simplewiki,CC BY-SA
A2,gapfill,"For example, _____ do archaeological work on satellites and on the Moon.",people,simplewiki,CC BY-SA
A2,gapfill,Sometimes archaeological sites are found when foundations are dug for _____ buildings.,new,simplewiki,CC BY-SA
A2,gapfill,"Usually, _____ eat them or are parasites.",they,simplewiki,CC BY-SA
A2,gapfill,"Animals _____ in oxygen, and give out carbon dioxide.",take,simplewiki,CC BY-SA
A2,gapfill,"Vertebrates are the only group to have an adaptive immune system, _____ may be partly responsible for their size and success.",which,simplewiki,CC BY-SA
A2,gapfill,"During the whole of _____ long time, animals have been constantly evolving, so that the animals alive on Earth today are very different from those on the edges of the sea-floor in the Ediacaran.",this,simplewiki,CC BY-SA
A2,gapfill,Acceleration is a measure of _____ fast velocity changes.,how,simplewiki,CC BY-SA
A2,gapfill,Acceleration is the _____ of velocity divided by the change of time.,change,simplewiki,CC BY-SA
A2,gapfill,"Acceleration is a vector, and therefore includes _____ a size and a direction.",both,simplewiki,CC BY-SA
A2,gapfill,Acceleration is _____ a change in speed and direction.,also,simplewiki,CC BY-SA
A2,gapfill,_____ is: Speed (a scalar quantity) (uses no direction) Velocity (a vector quantity) (uses a direction) The measurement of how fast acceleration changes is called jerk.,there,simplewiki,CC BY-SA
A2,gapfill,Acceleration is the rate of _____ of the velocity of an object.,change,simplewiki,CC BY-SA
A2,gapfill,"In difficult situations, the acceleration _____ be calculated using mathematics: in calculus, acceleration is the derivative of the velocity (concerning time),formula_10.",can,simplewiki,CC BY-SA
A2,gapfill,Acceleration has _____ units of measurement.,its,simplewiki,CC BY-SA
A2,gapfill,"For example, if velocity is measured in meters per second, and if _____ is measured in seconds, then acceleration is measured in meters per second squared (m/s2).",time,simplewiki,CC BY-SA
A2,gapfill,Acceleration _____ be positive or negative.,can,simplewiki,CC BY-SA
A2,gapfill,Newton's _____ law of motion.,second,simplewiki,CC BY-SA
A2,gapfill,Newton's laws of motion are rules for _____ things move.,how,simplewiki,CC BY-SA
A2,gapfill,Isaac Newton is the scientist who _____ wrote down the main laws of motion.,first,simplewiki,CC BY-SA
A2,gapfill,"According to Newton's Second Law of Motion, the force something needs to accelerate an object depends on the object's mass (the amount of ""stuff"" the object is made from or how ""heavy"" _____ is).",it,simplewiki,CC BY-SA
A2,gapfill,"The formula of Newton's Second Law of Motion is formula_11, _____ formula_12 is the acceleration, formula_13 is the force, and formula_14 the mass.",where,simplewiki,CC BY-SA
A2,gapfill,"Newton's Second Law of Motion, in short ""Newton's Second Law"", is often one of the first things _____ physics students learn.",that,simplewiki,CC BY-SA
A2,gapfill,"In _____ Britain, blood sausage is called ""black pudding"".",great,simplewiki,CC BY-SA
A2,gapfill,"The word bootstrap is also closely related, and means, to use something simpler to get something more complex to _____ itself work better.",make,simplewiki,CC BY-SA
A2,gapfill,"Where _____ is a person who cannot pay their debts, the person's creditors may ask the court to appoint a ""trustee in bankruptcy"".",it,simplewiki,CC BY-SA
A2,gapfill,"_____ is a professional accountant who is appointed by the court, to take control of the bankrupt person's assets.",this,simplewiki,CC BY-SA
A2,gapfill,"Some assets are protected by law, but the trustee in bankruptcy will sell off all of the other assets and use the money to pay as much of _____ person's debts as possible.",that,simplewiki,CC BY-SA
A2,gapfill,"Where _____ is an organisation which cannot pay its debts, the creditors may ask the court to appoint a ""liquidator"".",it,simplewiki,CC BY-SA
A2,gapfill,Organisations do not get discharged from bankruptcy in the same way _____ a living person does.,that,simplewiki,CC BY-SA
A2,gapfill,"People often confuse the terms bankruptcy and insolvency, and sometimes _____ use one word when they really mean the other.",they,simplewiki,CC BY-SA
A2,gapfill,Insolvency usually just means _____ a someone does not have enough money to pay their debts or (sometimes) that the total amount of their debts is worth more than the total amount of their assets.,that,simplewiki,CC BY-SA
A2,gapfill,_____ means that the creditors agree to take less money to discharge their debts.,this,simplewiki,CC BY-SA
A2,gapfill,The aim of _____ is to provide more time for the business to reorganise itself and to work out a new deal between the owners and the people with whom the business owes money.,this,simplewiki,CC BY-SA
A2,gapfill,"_____ a bankruptcy case is filed, a trustee is chosen by the court.",when,simplewiki,CC BY-SA
A2,gapfill,The trustee has authority over the property of the bankrupt person or business and may _____ some of the debtor's assets to pay the creditors.,use,simplewiki,CC BY-SA
A2,gapfill,"After a bankruptcy is filed, creditors are notified that they are to stop trying to collect money directly from the debtor and are to _____ claims for payment to the bankruptcy court.",make,simplewiki,CC BY-SA
A2,gapfill,"In a Chapter 13 bankruptcy some of your debts may be forgiven (discharged), but _____ will have to pay back a portion of your debt.",you,simplewiki,CC BY-SA
A2,gapfill,"_____ evolution reflects changes in societal norms and eating habits, transitioning from a means of preservation to a convenient breakfast option.",this,simplewiki,CC BY-SA
A2,gapfill,"Frying in a pan _____ medium heat brings out rich flavors, while baking offers a healthier alternative with minimal attention.",over,simplewiki,CC BY-SA
A2,gapfill,"In the US, _____ are often paired with pancakes and eggs.",they,simplewiki,CC BY-SA
A2,gapfill,_____ reflects changing consumer preferences towards healthier and more diverse food choices.,this,simplewiki,CC BY-SA
A2,gapfill,There is only one queen bee in each hive and _____ is bigger than the rest.,she,simplewiki,CC BY-SA
A2,gapfill,"_____ lays all the eggs, which makes all the other bees in the hive her daughters and sons.",she,simplewiki,CC BY-SA
A2,gapfill,"However, _____ do not control the hive.",they,simplewiki,CC BY-SA
A2,gapfill,British English is the dialect of English _____ is spoken in the United Kingdom.,that,simplewiki,CC BY-SA
A2,gapfill,"Most members of the Commonwealth of Nations learn British English, and _____ English is often learnt in the Americas, Japan, South Korea and Taiwan.",american,simplewiki,CC BY-SA
A2,gapfill,_____ regional accents became less extreme in the 20th century.,all,simplewiki,CC BY-SA
A2,gapfill,"In _____ English, the ""pier"" or ""wharf"" could be called a ""dock"", and the water between would be a ""slip"".",american,simplewiki,CC BY-SA
A2,gapfill,"""Being is _____ a present tense part of to be"" The word being means a living person or animal.",also,simplewiki,CC BY-SA
A2,gapfill,"Most religions talk _____ supernatural beings, for example spirits, angels, devils, gods, or God.",about,simplewiki,CC BY-SA
A2,gapfill,"Today, people spell _____ ""Beijing"" because they use the pinyin way of spelling, which shows what the name should sound like in Mandarin.",it,simplewiki,CC BY-SA
A2,gapfill,_____ then became the official Chinese Postal Map spelling around 1900 and continued to be used until pinyin became more popular.,it,simplewiki,CC BY-SA
A2,gapfill,The _____ of Beijing was settled in the 1st millennium BC.,center,simplewiki,CC BY-SA
A2,gapfill,"In those days, the Kingdom of Yan (燕, Yān) set up _____ capital where Beijing is today.",their,simplewiki,CC BY-SA
A2,gapfill,"After the Kingdom of Yan was destroyed, the city became smaller, although _____ was still an important place.",it,simplewiki,CC BY-SA
A2,gapfill,"Beijing became more important again in the 10th century, when the Jin dynasty set _____ capital there.",its,simplewiki,CC BY-SA
A2,gapfill,"Then in 1267, Mongols built a new city on the north side of the Jin capital, and called _____ ""Great Capital"" (大都, Dàdū), which was the beginning of modern Beijing.",it,simplewiki,CC BY-SA
A2,gapfill,"The standard Chinese pronunciation is based on Beijing dialect, so over 70% foreigners who want to study Chinese go to Beijing for _____ studies.",their,simplewiki,CC BY-SA
A2,gapfill,"They sometimes call this ""true berry"", to distinguish _____ from ""false berries"".",it,simplewiki,CC BY-SA
A2,gapfill,"By _____ statement of how words are used, grapes or tomatoes are true berries.",that,simplewiki,CC BY-SA
A2,gapfill,"Berries are small, sweet, _____ colored fruits.",bright,simplewiki,CC BY-SA
A2,gapfill,"Some fruits _____ are called ""berries"" in English are not ""true berries"" by the use of words above.",that,simplewiki,CC BY-SA
A2,gapfill,"Some true berries do _____ have ""berry"" in their name.",not,simplewiki,CC BY-SA
A2,gapfill,But not all of these are the types of fruit _____ we usually call berries.,that,simplewiki,CC BY-SA
A2,gapfill,"In the modern world, many men shave part or all of their beards, or cut their beard so _____ does not get very long.",it,simplewiki,CC BY-SA
A2,gapfill,"In science, an object _____ is fully black would absorb all the light that hits it.",that,simplewiki,CC BY-SA
A2,gapfill,Black is the darkest color _____ is.,there,simplewiki,CC BY-SA
A2,gapfill,"_____ can be a formal, elegant and high-class color (black tie, black Mercedes).",it,simplewiki,CC BY-SA
A2,gapfill,"The bubonic plague was the disease _____ caused the Black Death, which killed tens of millions of people in Europe, in the Middle Ages.",that,simplewiki,CC BY-SA
A2,gapfill,_____ is the most harmless form.,this,simplewiki,CC BY-SA
A2,gapfill,The pandemic resulted in the deaths of an estimated 25 million (6th century outbreak) to 50 million _____ (two centuries of recurrence).,people,simplewiki,CC BY-SA
A2,gapfill,"During the 1300s, _____ epidemic struck parts of Asia, North Africa, and Europe.",this,simplewiki,CC BY-SA
A2,gapfill,"Unlike catastrophes that pull communities together, this epidemic was so terrifying that _____ broke people's trust in one another.",it,simplewiki,CC BY-SA
A2,gapfill,"In the 20th century, some countries did research on the bacteria that causes bubonic plague, in order to use _____ for biological warfare.",it,simplewiki,CC BY-SA
A2,gapfill,"Butler, a US expert in _____ organism was charged in October 2003 by the FBI with various crimes.",this,simplewiki,CC BY-SA
A2,gapfill,Biology _____ studies how organisms react with each other and the environment.,also,simplewiki,CC BY-SA
A2,gapfill,"Its capital, Brussels, is the home of _____ organizations including the European Union and NATO.",many,simplewiki,CC BY-SA
A2,gapfill,"Belgium is bordered by The Netherlands in the north, Germany to the east, Luxembourg to the southeast and _____ to the south.",france,simplewiki,CC BY-SA
A2,gapfill,_____ is a founding member of the European Union and is home to its headquarters.,it,simplewiki,CC BY-SA
A2,gapfill,"To look _____ all these groups, Belgium has a complex system of government with highly autonomous regions.",after,simplewiki,CC BY-SA
A2,gapfill,The Eighty Years' War (1568–1648) divided the Low Countries into the northern _____ Provinces and the Southern Netherlands.,united,simplewiki,CC BY-SA
A2,gapfill,_____ ended Austrian rule in the area.,this,simplewiki,CC BY-SA
A2,gapfill,The Belgian _____ was in 1830.,revolution,simplewiki,CC BY-SA
A2,gapfill,In 1908 the Belgian state took control of the colony after a scandal _____ the deaths.,about,simplewiki,CC BY-SA
A2,gapfill,_____ invaded Belgium in 1914.,germany,simplewiki,CC BY-SA
A2,gapfill,The _____ was again invaded by Germany in 1940 and under German control until 1944.,country,simplewiki,CC BY-SA
A2,gapfill,_____ joined NATO as a founding member.,belgium,simplewiki,CC BY-SA
A2,gapfill,In 1960 the Belgian Congo stopped being _____ Belgian rule.,under,simplewiki,CC BY-SA
A2,gapfill,"Belgium is _____ to France, Germany, Luxembourg and the Netherlands.",next,simplewiki,CC BY-SA
A2,gapfill,"_____ total area is 34,143 square kilometers (including sea area).",its,simplewiki,CC BY-SA
A2,gapfill,"The land area alone is 30,689 km², of _____ 195 km² or 0.64% are inland and coastal waters.",which,simplewiki,CC BY-SA
A2,gapfill,Belgium has _____ main geographical regions.,three,simplewiki,CC BY-SA
A2,gapfill,The central plateau are _____ of the Anglo-Belgian Basin.,part,simplewiki,CC BY-SA
A2,gapfill,"_____ inland is a smooth, slowly rising landscape.",further,simplewiki,CC BY-SA
A2,gapfill,"_____ have caves and small, narrow valleys.",they,simplewiki,CC BY-SA
A2,gapfill,Brussels (Region) is _____ part of any province.,not,simplewiki,CC BY-SA
A2,gapfill,"¹ German name: Lüttich - the very eastern _____ of the province of Liège is officially German-speaking, the so-called German-speaking Community of Belgium.",part,simplewiki,CC BY-SA
A2,gapfill,Belgium has had _____ own monarchy since 1831.,its,simplewiki,CC BY-SA
A2,gapfill,"King Albert II left the throne on _____ 21, 2013 and the current king is Philippe.",july,simplewiki,CC BY-SA
A2,gapfill,"The Belgian Armed Forces have _____ 46,000 active troops.",about,simplewiki,CC BY-SA
A2,gapfill,In 2009 the yearly _____ budget was $6 billion.,defence,simplewiki,CC BY-SA
A2,gapfill,"_____ are four parts: Belgian Land Component, or the Army; Belgian Air Component, or the Air Force; Belgian Naval Component, or the Navy; Belgian Medical Component.",there,simplewiki,CC BY-SA
A2,gapfill,_____ have been many additions to painting and architecture.,there,simplewiki,CC BY-SA
A2,gapfill,Several examples of major architectural places in Belgium belong to UNESCO's _____ Heritage List.,world,simplewiki,CC BY-SA
A2,gapfill,Belgian contributions to architecture were _____ in the 19th and 20th centuries.,also,simplewiki,CC BY-SA
A2,gapfill,Newer music in Belgium is _____ famous.,also,simplewiki,CC BY-SA
A2,gapfill,French fries were _____ made in Belgium.,first,simplewiki,CC BY-SA
A2,gapfill,Belgium makes _____ 1100 varieties of beer.,over,simplewiki,CC BY-SA
A2,gapfill,"Jean-Marie Pfaff, a former Belgian goalkeeper, is said to be _____ of the greatest in the history of football (soccer).",one,simplewiki,CC BY-SA
A2,gapfill,Belgium and The Netherlands hosted the UEFA European _____ Championship in 2000.,football,simplewiki,CC BY-SA
A2,gapfill,_____ was legally abolished in 1888.,slavery,simplewiki,CC BY-SA
A2,gapfill,"In 1889, _____ was a military coup, and Pedro II had to leave the country.",there,simplewiki,CC BY-SA
A2,gapfill,"_____ was very anti-communist and they imprisoned, tortured, or killed many people on the left.",it,simplewiki,CC BY-SA
A2,gapfill,"In the early 2020s, Brazil became _____ of the hardest hit countries during the COVID-19 pandemic, receiving the second-highest death toll worldwide after the United States.",one,simplewiki,CC BY-SA
A2,gapfill,"In October 2022, Lula was in _____ place in the first round, with 48.43% of the support from the electorate, and received 50.90% of the votes in the second round.",first,simplewiki,CC BY-SA
A2,gapfill,"Other _____ in Brazil speak their ancestors' languages like Italian, Japanese, Polish, Ukrainian, French, Russian, Lithuanian, Chinese, Dutch and Korean.",people,simplewiki,CC BY-SA
A2,gapfill,_____ is next to every country in South America except Chile and Ecuador.,it,simplewiki,CC BY-SA
A2,gapfill,"The _____ include citizens of Portuguese or other European descent who mainly live in the South and Southeast, Africans, Native Americans, Arabs, Gypsies, and people of mixed ancestry.",people,simplewiki,CC BY-SA
A2,gapfill,"The Amazon River flows through Brazil, _____ is the 2nd longest river in the world (after the Nile).",it,simplewiki,CC BY-SA
A2,gapfill,"These skills were based on watching and experimenting, even though _____ did not yet understand the science behind them.",people,simplewiki,CC BY-SA
A2,gapfill,"Scientists like Robert Boyle said _____ experiments, not just ideas, should be used to understand the world.",that,simplewiki,CC BY-SA
A2,gapfill,"As _____ went on, scientists developed the atomic theory, created the periodic table, and learned how atoms bond together.",time,simplewiki,CC BY-SA
A2,gapfill,"While physics looks for broad, universal rules, chemistry _____ focuses on how specific molecules and materials behave.",often,simplewiki,CC BY-SA
A2,gapfill,"_____ helps explain everyday things, like why bread rises when you bake it, how soap gets rid of grease, and what happens when your body digests food.",it,simplewiki,CC BY-SA
A2,gapfill,"Chemistry and physics are closely linked because the movement of atoms, energy, and tiny particles like electrons _____ follow the laws of physics.",all,simplewiki,CC BY-SA
A2,gapfill,"In geology, chemistry helps us learn what rocks and minerals are made of, how volcanoes work, and how elements _____ through Earth’s surface, oceans, and air.",move,simplewiki,CC BY-SA
A2,gapfill,"Chemistry is _____ important in environmental science, astronomy, engineering, and making new materials.",also,simplewiki,CC BY-SA
A2,gapfill,_____ made food taste better and easier to digest.,it,simplewiki,CC BY-SA
A2,gapfill,"Since early humans did _____ have refrigerators, cooking helped food last longer and reduced the chance of getting sick from spoiled or raw meat.",not,simplewiki,CC BY-SA
A2,gapfill,"They also learned to shape wet clay into pots and bowls, then bake them in fire to _____ them tough and long-lasting.",make,simplewiki,CC BY-SA
A2,gapfill,"Before this, _____ mostly used native metals, which are found in nature in pure form, like small lumps of gold or copper.",people,simplewiki,CC BY-SA
A2,gapfill,"To smelt copper, they had to heat the ore in a very hot fire, hot enough to melt the metal and separate _____ from the rock.",it,simplewiki,CC BY-SA
A2,gapfill,"At first, _____ probably happened by accident when fruit or grains went sour.",it,simplewiki,CC BY-SA
A2,gapfill,"As early as 7000 BCE, people in China were mixing rice, honey, and fruit to _____ a kind of early alcoholic drink.",make,simplewiki,CC BY-SA
A2,gapfill,"Metals _____ gold, silver, and copper became very special.",like,simplewiki,CC BY-SA
A2,gapfill,"Gold was rare, shiny and beautiful, and also did not get dull or rust, so _____ was used for ceremonies and to show status.",it,simplewiki,CC BY-SA
A2,gapfill,"Silver was shiny and easy to shape, so _____ was used for jewelry and everyday items.",it,simplewiki,CC BY-SA
A2,gapfill,_____ started mining these metals on purpose and trading them.,people,simplewiki,CC BY-SA
A2,gapfill,One of the biggest discoveries was mixing copper with tin to _____ bronze.,make,simplewiki,CC BY-SA
A2,gapfill,_____ was one of the first times people made a new material on purpose by combining substances.,this,simplewiki,CC BY-SA
A2,gapfill,"Bronze tools and weapons helped societies grow, build cities, and _____ professional armies.",create,simplewiki,CC BY-SA
A2,gapfill,Salt was _____ of the most important chemical substances in early civilization.,one,simplewiki,CC BY-SA
A2,gapfill,"Because salt was so useful, _____ became very valuable and was traded over long distances.",it,simplewiki,CC BY-SA
A2,gapfill,"Even though they did not know _____ atoms or molecules, they still learned how to change and use natural materials in useful ways.",about,simplewiki,CC BY-SA
A2,gapfill,"_____ used chemistry for everyday needs like making metal tools, preserving food, and creating medicines.",they,simplewiki,CC BY-SA
A2,gapfill,"_____ used a special salt mixture called natron, made of natural chemicals like baking soda and salt, to dry out dead bodies and prevent decay.",they,simplewiki,CC BY-SA
A2,gapfill,"They used metals like gold, copper, and lead to _____ tools, jewelry, and statues.",make,simplewiki,CC BY-SA
A2,gapfill,They were believed to _____ protect their eyes from infections and bright sunlight.,help,simplewiki,CC BY-SA
A2,gapfill,"By adding different metals, _____ could change the color.",they,simplewiki,CC BY-SA
A2,gapfill,"Some treatments were based on beliefs and rituals, _____ many were surprisingly accurate and showed real knowledge of how the human body reacted to certain substances.",but,simplewiki,CC BY-SA
A2,gapfill,"Pottery was used in homes, temples, and for _____ objects.",special,simplewiki,CC BY-SA
A2,gapfill,"While _____ had mystical goals like living longer or turning base metals into gold, it led to real scientific progress.",it,simplewiki,CC BY-SA
A2,gapfill,"A great example of their skill is the Iron pillar of Delhi, built around the 4th century CE, which has _____ rusted much even after 1,600 years.",not,simplewiki,CC BY-SA
A2,gapfill,"_____ worked with metals like gold, silver, copper, and lead.",they,simplewiki,CC BY-SA
A2,gapfill,"While _____ of these elixirs were dangerous or poisonous, the work led to better knowledge of how different substances behaved and reacted.",some,simplewiki,CC BY-SA
A2,gapfill,These ideas set the stage for _____ important discoveries later in chemistry.,many,simplewiki,CC BY-SA
A2,gapfill,"These atoms were different in shape and size, and how _____ combined created all the different materials around us.",they,simplewiki,CC BY-SA
A2,gapfill,"This system helped explain things like nature’s cycles, health, and balance in society, and _____ influenced Chinese medicine, alchemy, and ideas about the universe for many centuries.",it,simplewiki,CC BY-SA
A2,gapfill,"Instead, _____ was mixed with hands-on crafts, spiritual beliefs, and ideas passed down from ancient times.",it,simplewiki,CC BY-SA
A2,gapfill,"Workers learned how heat, minerals, and plants could _____ color or texture.",change,simplewiki,CC BY-SA
A2,gapfill,"Even though they did not fully understand why _____ worked, they gained skills and passed them on through guilds and workshops.",it,simplewiki,CC BY-SA
A2,gapfill,_____ was also one of the first people to tell the difference between trying to turn metals into gold (a common alchemical goal) and doing useful science to understand how materials behave.,he,simplewiki,CC BY-SA
A2,gapfill,"For them, turning ordinary metals into gold was a symbol of purifying the soul and reaching a higher, _____ perfect state.",more,simplewiki,CC BY-SA
A2,gapfill,"One of their main goals was to create the Philosopher’s stone, a magical substance _____ thought could change metals into gold and even give eternal life.",they,simplewiki,CC BY-SA
A2,gapfill,"Roger Bacon, a monk, believed _____ learning through experiments was important and studied things like light and materials.",that,simplewiki,CC BY-SA
A2,gapfill,"Raymond Lull used symbols to explain complex ideas, and some of _____ systems were later used to describe chemical reactions.",his,simplewiki,CC BY-SA
A2,gapfill,_____ included both translations of ancient Greek writings and original works by Muslim scientists.,these,simplewiki,CC BY-SA
A2,gapfill,"Even though monks mainly focused on religion, they also worked on tasks _____ used chemical skills.",that,simplewiki,CC BY-SA
A2,gapfill,"For example, making fancy books called illuminated manuscripts required knowledge about how to _____ colorful inks from minerals and plants.",make,simplewiki,CC BY-SA
A2,gapfill,"Paracelsus is famous for saying, ""The dose makes the poison,"" which means that even dangerous substances _____ be helpful if used in the right amount.",can,simplewiki,CC BY-SA
A2,gapfill,_____ studied how chemicals reacted and how they affected the human body.,he,simplewiki,CC BY-SA
A2,gapfill,_____ helped move chemistry away from mystical ideas and closer to real science.,this,simplewiki,CC BY-SA
A2,gapfill,"In it, _____ explained tools, techniques, and substances in a simple and organized way.",he,simplewiki,CC BY-SA
A2,gapfill,"During _____ time, chemistry began to move away from the old mystical ideas of alchemy and become a more careful, scientific way of understanding the world.",this,simplewiki,CC BY-SA
A2,gapfill,"Instead, _____ looked more closely at how substances were made and how they reacted in real-life experiments.",they,simplewiki,CC BY-SA
A2,gapfill,Robert Boyle was an _____ figure in the history of chemistry.,important,simplewiki,CC BY-SA
A2,gapfill,_____ idea was an early step toward what we now call atomic theory.,this,simplewiki,CC BY-SA
A2,gapfill,One of Boyle’s biggest contributions was _____ new definition of a chemical element.,his,simplewiki,CC BY-SA
A2,gapfill,_____ said an element is a substance that cannot be broken down into anything simpler by chemical methods.,he,simplewiki,CC BY-SA
A2,gapfill,"_____ helped start the Royal Society of London, a group that encouraged scientists to share ideas and discoveries openly.",he,simplewiki,CC BY-SA
A2,gapfill,"Over time, alembics were made with better seals and more consistent shapes so _____ worked better and gave more reliable results.",they,simplewiki,CC BY-SA
A2,gapfill,"They were often made from strong ceramics _____ could handle the heat and be used many times, which was especially important when working with metals and minerals.",that,simplewiki,CC BY-SA
A2,gapfill,Many chemical processes were _____ becoming clearer and more organized.,also,simplewiki,CC BY-SA
A2,gapfill,"Precipitation meant making a solid appear _____ of a liquid by mixing certain chemicals, useful for finding out how different substances react.",out,simplewiki,CC BY-SA
A2,gapfill,"In places like Venice and other parts of Europe, people learned to _____ clear, heat-resistant glass.",make,simplewiki,CC BY-SA
A2,gapfill,"Scientists started using balances (scales) _____ were more sensitive, which helped them measure materials more accurately.",that,simplewiki,CC BY-SA
A2,gapfill,"_____ believed that diseases came from outside the body or from chemical problems inside it, and that they should be treated with chemical medicines, not just herbs or bloodletting.",he,simplewiki,CC BY-SA
A2,gapfill,"Some of these early treatments were harmful or did _____ work well, but the process of testing, observing, and improving them helped medicine become more scientific.",not,simplewiki,CC BY-SA
A2,gapfill,"In the textile and dye industries, creating bright, long-lasting colors for fabrics took a _____ of experimenting.",lot,simplewiki,CC BY-SA
A2,gapfill,Another big _____ was the rise of scientific journals.,change,simplewiki,CC BY-SA
A2,gapfill,These were like magazines for scientists to publish _____ discoveries.,their,simplewiki,CC BY-SA
A2,gapfill,"The Royal Society started _____ of the first, called Philosophical Transactions of the Royal Society, in 1665.",one,simplewiki,CC BY-SA
A2,gapfill,"In addition to books and journals, letters were _____ important.",very,simplewiki,CC BY-SA
A2,gapfill,"Slowly, universities began teaching chemistry, and students got to learn in real labs, _____ just from books.",not,simplewiki,CC BY-SA
A2,gapfill,Scientists could not isolate _____ or prove it was real.,it,simplewiki,CC BY-SA
A2,gapfill,"For example, when metals actually gained weight after burning, they said phlogiston had ""negative weight,"" which did not _____ sense.",make,simplewiki,CC BY-SA
A2,gapfill,"_____ of the biggest changes in 18th-century chemistry was the rise of pneumatic chemistry, which is the study of gases and their properties.",one,simplewiki,CC BY-SA
A2,gapfill,"_____ used a method to collect gases over water, which let scientists isolate different kinds of “airs” (what people called gases back then).",he,simplewiki,CC BY-SA
A2,gapfill,This was a big deal because _____ gave chemists a way to study gases carefully and learn how they acted.,it,simplewiki,CC BY-SA
A2,gapfill,Black’s discovery showed _____ air was not just one thing but a mix of different gases.,that,simplewiki,CC BY-SA
A2,gapfill,The study of gases led to _____ important discoveries.,many,simplewiki,CC BY-SA
A2,gapfill,"_____ found out that the total weight stayed the same, even though the substances changed.",he,simplewiki,CC BY-SA
A2,gapfill,_____ book is considered the first modern chemistry textbook.,this,simplewiki,CC BY-SA
A2,gapfill,"In it, _____ clearly explained what chemical elements are, substances that cannot be broken down into simpler parts by chemical means.",he,simplewiki,CC BY-SA
A2,gapfill,"_____ also listed many elements known at the time, such as oxygen, hydrogen, nitrogen, and some metals.",he,simplewiki,CC BY-SA
A2,gapfill,_____ means understanding the exact amounts of substances used and produced in chemical reactions.,this,simplewiki,CC BY-SA
A2,gapfill,_____ introduced balanced chemical equations that showed these reactions in symbols and numbers.,he,simplewiki,CC BY-SA
A2,gapfill,"In the 19th century, a big _____ in chemistry was the development of atomic theory by John Dalton, an English teacher and chemist.",change,simplewiki,CC BY-SA
A2,gapfill,"In 1803, Dalton said _____ everything is made of tiny, invisible particles called atoms.",that,simplewiki,CC BY-SA
A2,gapfill,"Each element is made of _____ own kind of atom, and each kind has a specific weight.",its,simplewiki,CC BY-SA
A2,gapfill,Dalton’s _____ was based on careful observations and experiments.,idea,simplewiki,CC BY-SA
A2,gapfill,"_____ also explained that atoms combine in simple, whole-number amounts to form compounds.",he,simplewiki,CC BY-SA
A2,gapfill,_____ helped explain why compounds always have the same kinds of atoms in the same amounts.,this,simplewiki,CC BY-SA
A2,gapfill,"In these compounds, the amount of oxygen compared to carbon is always in simple ratios _____ 1 to 2.",like,simplewiki,CC BY-SA
A2,gapfill,"Dalton’s work supported the idea _____ matter is made of small, separate particles.",that,simplewiki,CC BY-SA
A2,gapfill,"_____ even made one of the first lists of atomic weights, comparing everything to the weight of hydrogen atoms.",he,simplewiki,CC BY-SA
A2,gapfill,"Dalton _____ used special symbols to stand for atoms and molecules, which later became the chemical symbols we use today.",also,simplewiki,CC BY-SA
A2,gapfill,_____ showed that organic compounds could be made in the lab without any living organism involved.,this,simplewiki,CC BY-SA
A2,gapfill,"Scientists discovered _____ certain groups of atoms, called functional groups, determine how molecules behave.",that,simplewiki,CC BY-SA
A2,gapfill,"When _____ did this, he noticed a repeating pattern in their properties.",he,simplewiki,CC BY-SA
A2,gapfill,He called _____ the “periodic law”.,this,simplewiki,CC BY-SA
A2,gapfill,"_____ even predicted what these missing elements would be like, what their atomic weights would be and how they would behave.",he,simplewiki,CC BY-SA
