type,prompt,options,answer,source,license
mcq,"Rhetoric is the _____ of speaking well, and convincing other people of your ideas.",sound|conference|science|base,science,simplewiki,CC BY-SA
mcq,"In other _____, when someone makes an ad hominem, they are attacking the person they are arguing against, instead of what they are saying.",key|word|forward|voice,word,simplewiki,CC BY-SA
mcq,"The _____ comes from the Latin word ""homo"", which means human.",sea|couple|term|market,term,simplewiki,CC BY-SA
mcq,"In ancient Rome it referred to all free _____, or in other words, all free human beings.",find|world|man|use,man,simplewiki,CC BY-SA
mcq,"When a social _____ has already excluded or exiled one person, or applied a negative label to them, this can work more often.",election|episode|network|drop,network,simplewiki,CC BY-SA
mcq,It is most of the _____ considered to be a weak and poor argument.,time|up||two|will,time,simplewiki,CC BY-SA
mcq,"For _____, when people think that someone can't be trusted, things that they have said previously can be doubted.",police|report|example|child,example,simplewiki,CC BY-SA
mcq,"In _____, a proof is something that starts with premises, and goes through a few logical arguments, to reach a conclusion.",logic|noise|5th|relation,logic,simplewiki,CC BY-SA
mcq,In this _____ it can be seen that the (completely unrelated) fact that person A is uneducated and poor is used to prove that abortion should not be illegal.,class|example|member|cause,example,simplewiki,CC BY-SA
mcq,"The _____ are sometimes called Indians, but that may be confusing, because it is the same word used for people from India.",people|see|other|do,people,simplewiki,CC BY-SA
mcq,"When Christopher Columbus explored the _____, he did not know about the Americas.",area|white|court|morning,area,simplewiki,CC BY-SA
mcq,He was in the Caribbean but thought he was in the East Indies and so he called the _____ Indians.,people|do|out|no,people,simplewiki,CC BY-SA
mcq,"_____, some think that it is racism to use Indian for a Native American.",top|post|today|care,today,simplewiki,CC BY-SA
mcq,"There are different Native American _____, with many different languages.",stance|tribe|physician|sacrifice,tribe,simplewiki,CC BY-SA
mcq,_____ lived in one place and built cities and kingdoms.,other|people|back|over,other,simplewiki,CC BY-SA
mcq,One _____ is that diseases came with the Europeans but were new to the Native Americans.,information|black|reason|front,reason,simplewiki,CC BY-SA
mcq,There were also _____ with the Europeans.,construction|journal|influence|battle,battle,simplewiki,CC BY-SA
mcq,"That would have occurred as the American _____ blocking the way southward melted but before the land bridge was covered by the sea about 11,000 years BP.",glacier|hind|dove|nylon,glacier,simplewiki,CC BY-SA
mcq,"The _____ remains in the region today, with others.",culture|technology|policy|answer,culture,simplewiki,CC BY-SA
mcq,Native Americans were divided into many small _____ that are called called First Nations in Canada and tribes in the United States.,voice|dream|nation|length,nation,simplewiki,CC BY-SA
mcq,"The Native American _____ have their own cultures, which can be grouped together by region.",breathing|reflection|tribe|vaccine,tribe,simplewiki,CC BY-SA
mcq,Native Americans ate various _____ depending on where they lived.,playing|turn|land|food,food,simplewiki,CC BY-SA
mcq,"Before Europeans came, the Native Americans practiced many different _____.",approach|interview|religion|complex,religion,simplewiki,CC BY-SA
mcq,Each _____ had its own different beliefs.,tribe|myth|cab|tender,tribe,simplewiki,CC BY-SA
mcq,"Many Native Americans now practice Christianity, a _____ that was brought to the Americas by Europeans.",wing|failure|religion|operation,religion,simplewiki,CC BY-SA
mcq,"_____, meanwhile, still practice their own religions.",good|well|time|other,other,simplewiki,CC BY-SA
mcq,Native Americans speak over 1000 different _____.,language|mine|study|photo,language,simplewiki,CC BY-SA
mcq,Some of these _____ had writing systems before Europeans came.,language|p|title|cash,language,simplewiki,CC BY-SA
mcq,Many of these _____ are endangered because more people speak European languages and do not teach their children Native American languages.,language|cross|size|original,language,simplewiki,CC BY-SA
mcq,Native Americans make musical _____ using the things around them.,instrument|garage|coat|computing,instrument,simplewiki,CC BY-SA
mcq,Native Americans made many different _____ of art.,pay|kind|power|red,kind,simplewiki,CC BY-SA
mcq,There _____ now more than three million Native Americans in Canada and the United States combined.,can|be|have|like,be,simplewiki,CC BY-SA
mcq,About 51 million more Native Americans _____ in Latin America.,live|found|set|care,live,simplewiki,CC BY-SA
mcq,"Many Native Americans still speak native _____ and have their own cultural practices, and others have adopted parts of American culture.",language|hospital|tomorrow||vote,language,simplewiki,CC BY-SA
mcq,Many Native Americans still face _____ with racism.,class|problem|month|son,problem,simplewiki,CC BY-SA
mcq,"According to the 2010 United States Census, 0.9% of Americans say that they are Native American, 2.9 million _____, and 0.8% of Americans say they are both Native American and something else.",up|people|out|think,people,simplewiki,CC BY-SA
mcq,They are not evenly _____ out through the United States.,touch|dance|campaign|spread,spread,simplewiki,CC BY-SA
mcq,and about a sixth of the _____ in Oklahoma are Native American.,people||two|over|do,people,simplewiki,CC BY-SA
mcq,"In the United States, most Native Americans live in _____.",thing|city|means|season,city,simplewiki,CC BY-SA
mcq,About 28% of Native Americans live on Indian _____.,packaging|dessert|pasta|reservation,reservation,simplewiki,CC BY-SA
mcq,"_____ Native Americans are poor, and 24% are extremely poor.",such|many|+1|best,many,simplewiki,CC BY-SA
mcq,The _____ of violence against Native Americans still persists in higher rates of violence against Native Americans than whites.,site|history|video|total,history,simplewiki,CC BY-SA
mcq,Mexico has the largest and most diverse Native American _____ in Latin America.,division|foot|population|range,population,simplewiki,CC BY-SA
mcq,"In the 2016 _____, more than 1.67 million people in Canada identified as Indigenous, making them 4.9 percent of Canada’s population.",census|logic|symbol|emperor,census,simplewiki,CC BY-SA
mcq,About 40% of the _____ of Guatemala identify as Native American.,other|people||two|think,people,simplewiki,CC BY-SA
mcq,_____ Native Americans in Guatemala are poor.,many|very|go|long,many,simplewiki,CC BY-SA
mcq,Many of them have left the _____ to find better jobs elsewhere.,country|side|idea|face,country,simplewiki,CC BY-SA
mcq,Most _____ in Bolivia belong to indigenous groups.,out|other|see|people,people,simplewiki,CC BY-SA
mcq,"In the later _____ of the 20th century, many Native Americans protested the unfair treatment that they experienced from the societies in which they lived.",business|half|act|course,half,simplewiki,CC BY-SA
mcq,"An _____ is an edible fruit of a number of trees, known for its juicy green or red fruit.",apple|senator|lady|et,apple,simplewiki,CC BY-SA
mcq,_____ have been grown for thousands of years in Asia and in European continent.,floor|apple|70|loan,apple,simplewiki,CC BY-SA
mcq,"There are more than 10,000 known _____ of apples, with a range of desired characteristics.",enzyme|variant|garment|vegetable,variant,simplewiki,CC BY-SA
mcq,"Different _____ are bred for various tastes and uses: cooking, eating raw and cider production are the most common uses.",variant|carpenter|billboard|dome,variant,simplewiki,CC BY-SA
mcq,"In _____ to that, when it comes to food toxicity, the seeds in apples can be fatal, but only if they've been crushed.",campaign|addition|respect|football,addition,simplewiki,CC BY-SA
mcq,"_____ and fruit are attacked by fungi, bacteria and pests.",purpose|magazine|nature|tree,tree,simplewiki,CC BY-SA
mcq,"In 2010, the _____'s genome was sequenced as part of research on disease control and selective breeding in apple production.",client|giant|fruit|expansion,fruit,simplewiki,CC BY-SA
mcq,"The _____ tree is a small, leaf-shedding tree that grows up to tall.",apple|captain|representative|scheme,apple,simplewiki,CC BY-SA
mcq,_____ come out in spring at the same time that the leaves begin to bud.,prostitution|courtyard|dwelling|blossom,blossom,simplewiki,CC BY-SA
mcq,They also have a slightly pink _____.,gift|travel|color|zone,color,simplewiki,CC BY-SA
mcq,Its _____ have become better over thousands of years.,display|fruit|vice|tool,fruit,simplewiki,CC BY-SA
mcq,Asia and Europe have used _____ apples as an important food for thousands of years.,evil|winter|wall|attempt,winter,simplewiki,CC BY-SA
mcq,"From when Europeans arrived, Argentina and the United States have used _____ as food as well.",apple|labor|wild|product,apple,simplewiki,CC BY-SA
mcq,_____ were brought to North America.,secret|apple|patient|setting,apple,simplewiki,CC BY-SA
mcq,The first _____ orchard on the North American continent was said to be near Boston in 1625.,shopping|apple|independent|spirit,apple,simplewiki,CC BY-SA
mcq,She points out that _____ of apples were discovered in the place of burial for the Oseberg ship in Norway.,triangle|adaptation|bucket|examination,bucket,simplewiki,CC BY-SA
mcq,They have also been discovered somewhere else on the _____ of Europe.,ferry|drum|continent|laser,continent,simplewiki,CC BY-SA
mcq,She suggests that this may have had a symbolic _____.,leadership|nation|computer|meaning,meaning,simplewiki,CC BY-SA
mcq,_____ are still a symbol of fertility in Southwest England.,runway|nut|capability|transaction,nut,simplewiki,CC BY-SA
mcq,Sometimes _____ are eaten after they are cooked.,gift|tech|survey|apple,apple,simplewiki,CC BY-SA
mcq,_____ can also be made into drinks.,judge|storm|apple|teacher,apple,simplewiki,CC BY-SA
mcq,_____ juice and apples cider are drinks made with apples.,birthday|apple|activity|mid,apple,simplewiki,CC BY-SA
mcq,The _____ of the fruit is firm with a taste anywhere from sour to sweet.,goodbye|nerve|flesh|crossing,flesh,simplewiki,CC BY-SA
mcq,"_____ used for cooking are sour, and need to be cooked with sugar, while other apples are sweet, and do not need cooking.",apple|crew|hero|complex,apple,simplewiki,CC BY-SA
mcq,"There are some _____ at the core, that can be removed with a tool that removes the core, or by carefully using a knife.:.",latter|angel|cherry|seed,seed,simplewiki,CC BY-SA
mcq,"Most _____ are good to eat raw (not cooked), and are also used in many kinds of baked foods, such as apple pie.",possibility|split|apple|beach,apple,simplewiki,CC BY-SA
mcq,_____ are cooked until they are soft to make apple sauce.,era|violence|pop|apple,apple,simplewiki,CC BY-SA
mcq,_____ are also made into the drinks apple juice and cider.,reality|patient|authority|apple,apple,simplewiki,CC BY-SA
mcq,"Usually, _____ contains a little alcohol, about as much as beer.",aquarium|citrus|inventor|cider,cider,simplewiki,CC BY-SA
mcq,The _____ of Brittany in France and Cornwall in England are known for their apple ciders.:.,region|practice|style|writing,region,simplewiki,CC BY-SA
mcq,"If one wants to grow a certain _____ of apple, it is not possible to do this by planting a seed from the wanted type.",result|player|check|type,type,simplewiki,CC BY-SA
mcq,"The _____ will have DNA from the apple that the seeds came from, but it will also have DNA from the apple flower that pollinated the seeds, which might be a different variant of apple.",constitution|expression|relation|seed,seed,simplewiki,CC BY-SA
mcq,"This means that the _____ which would grow from planting would be a mixture of two, or a hybrid.",potential|draw|tree|rain,tree,simplewiki,CC BY-SA
mcq,The _____ that grows will create apples of the type needed.,fund|tree|understanding|collection,tree,simplewiki,CC BY-SA
mcq,"There are more than 7,500 known _____ of apples.",triangle|flock|curtain|variant,variant,simplewiki,CC BY-SA
mcq,"One large _____ of over 2,100 apple variants is at the National Fruit Collection in England.",sister|birth|trust|collection,collection,simplewiki,CC BY-SA
mcq,Most of these _____ are grown for eating fresh (dessert apples).,paste|nursery|variant|dioxide,variant,simplewiki,CC BY-SA
mcq,"However, some are grown simply for cooking or making _____.",ballroom|fungal|mushroom|cider,cider,simplewiki,CC BY-SA
mcq,"However, they give _____ a rich flavor that dessert apples cannot.",lineage|cider|masturbation|ghetto,cider,simplewiki,CC BY-SA
mcq,"Colorful _____, easy shipping, disease resistance, 'Red Delicious' apple shape, and popular flavor are also needed.",skin|k|gift|length,skin,simplewiki,CC BY-SA
mcq,This is because popular _____ in apples have become different.,selection|branch|stream|taste,taste,simplewiki,CC BY-SA
mcq,Most North Americans and Europeans enjoy sweet _____.,cast|host|crisis|apple,apple,simplewiki,CC BY-SA
mcq,Extremely sweet _____ with hardly any acid taste are popular in Asia and India.,plenty|damage|apple|chain,apple,simplewiki,CC BY-SA
mcq,_____ are grown around the world.,facility|leader|apple|damage,apple,simplewiki,CC BY-SA
mcq,China produces more than _____ of all commercially grown apples.,car|word|plan|half,half,simplewiki,CC BY-SA
mcq,"In 2020/2021, China produced 44,066,000 metric _____.",crop|colonel|objective|ton,ton,simplewiki,CC BY-SA
mcq,"Other important _____ were the European Union (11,719,000 metric tons), the United States (4,490,000 metric tons), and Turkey (4,300,000 metric tons).",producer|instance|champion|cop,producer,simplewiki,CC BY-SA
mcq,"Total _____ production was 80,522,000 metric tons.",world|think|off|am,world,simplewiki,CC BY-SA
mcq,In the United Kingdom there are about 3000 different _____ of apples.,fire|building|type|example,type,simplewiki,CC BY-SA
mcq,"_____ orchards are not as common as they were in the early 1900s, when apples were rarely brought in from other countries.",centre|selection|guest|apple,apple,simplewiki,CC BY-SA
mcq,_____ such as Common Ground teach people about the importance of rare and local varieties of fruit.,cross|organization|interview|skin,organization,simplewiki,CC BY-SA
mcq,"There are many different _____ of apples, including Family.",drink|abuse|rain|variety,variety,simplewiki,CC BY-SA
mcq,It uses _____ to represent a value that is not yet known or can be replaced with any value.,athletic|consideration|tackle|variable,variable,simplewiki,CC BY-SA
mcq,"When an equals _____ (=) is used, this is called an equation.",sign|career|issue|population,sign,simplewiki,CC BY-SA
mcq,A very simple _____ using a variable is: formula_1.,genre|pond|attendance|equation,equation,simplewiki,CC BY-SA
mcq,"In this _____, formula_2, or it could also be said that ""formula_3 equals five"".",park|example|problem|return,example,simplewiki,CC BY-SA
mcq,"This is _____ ""solving for"" formula_3.",thank|call|light|close,call,simplewiki,CC BY-SA
mcq,"Besides _____, there are inequalities (""less than"" and ""greater than"").",cafe|nationalist|underwater|equation,equation,simplewiki,CC BY-SA
mcq,A special _____ of equation is called the function.,rate|r|type|role,type,simplewiki,CC BY-SA
mcq,This is often used in making _____ because it always turns one input into one output.,keeper|pill|graph|advisory,graph,simplewiki,CC BY-SA
mcq,Algebra can be used to solve real _____ because the rules of algebra work in real life and numbers can be used to represent the values of real things.,run|check|example|problem,problem,simplewiki,CC BY-SA
mcq,"Physics, _____ and computer programming are areas that use algebra all the time.",lawyer|engineering|dad|jersey,engineering,simplewiki,CC BY-SA
mcq,_____ who do algebra use the rules of numbers and mathematical operations used on numbers.,good|people|do|time,people,simplewiki,CC BY-SA
mcq,Algebra was first used to solve _____ and inequalities.,teammate|pharmacy|tomb|equation,equation,simplewiki,CC BY-SA
mcq,"He _____ under Al-Ma'moun in Baghdad, Iraq through 813-833 CE, and died around 840 CE.",flourish|tilt|disrupt|convict,flourish,simplewiki,CC BY-SA
mcq,The _____ was brought into Europe and translated into Latin in the 12th century.,book|matter|friend|third,book,simplewiki,CC BY-SA
mcq,"The _____ was then given the name ""Algebra"".",local|government|book|age,book,simplewiki,CC BY-SA
mcq,"Here is a simple _____ of an algebra problem: Sue has 12 candies, and Ann has 24 candies.",example|p|fact|watch,example,simplewiki,CC BY-SA
mcq,They decide to share so that they have the same _____ of candies.,national|number|second|course,number,simplewiki,CC BY-SA
mcq,How many _____ will each have?,closing|candy|proportion|potato,candy,simplewiki,CC BY-SA
mcq,"These are the _____ you can use to solve the problem: With practice, algebra can be used when faced with a problem that is too hard to solve any other way.",peace|football|step|example,step,simplewiki,CC BY-SA
mcq,"_____ such as building a freeway, designing a cell phone, or finding the cure for a disease all require algebra.",experience|plan|problem|health,problem,simplewiki,CC BY-SA
mcq,"In _____, multiplying formula_22 by formula_23 (or formula_22 times formula_23) can be written in 3 different ways: formula_42, formula_43 or just formula_44.",lobster|precipitation|algebra|20th,algebra,simplewiki,CC BY-SA
mcq,"The _____ ""formula_47"" used in arithmetic is not used in algebra, because it looks too much like the letter formula_3, which is often used as a variable.",blast|symbol|mirror|pin,symbol,simplewiki,CC BY-SA
mcq,"When we multiply a _____ and a variable in algebra, we can simply write the number in front of the letter: formula_49.",business|water|number|change,number,simplewiki,CC BY-SA
mcq,"When the _____ is 1, then it is not written because 1 times any number is that number (formula_50) and so it is not needed.",second|means|number|point,number,simplewiki,CC BY-SA
mcq,"And when it is 0, we can completely remove the _____, because 0 times any number is zero (formula_51).",v|term|event|step,term,simplewiki,CC BY-SA
mcq,"As a _____ note, you do not have to use the letters formula_3 or formula_22 in algebra.",story|music|side|history,side,simplewiki,CC BY-SA
mcq,"formula_3 and formula_22 are the most _____, though.",human|wrong|common|due,common,simplewiki,CC BY-SA
mcq,"An important _____ of algebra is the study of functions, since they often appear in equations that we are trying to solve.",end|help|find|part,part,simplewiki,CC BY-SA
mcq,A _____ is like a machine you can put a number (or numbers) into and get a certain number (or numbers) out.,tea|mass|function|device,function,simplewiki,CC BY-SA
mcq,"When using _____, graphs can be powerful tools in helping us to study the solutions to equations.",distribution|mountain|throw|function,function,simplewiki,CC BY-SA
mcq,A _____ is a picture that shows all the values of the variables that make the equation or inequality true.,teenager|graph|suspicion|companion,graph,simplewiki,CC BY-SA
mcq,Usually this is easy to make when there are only one or two _____.,variable|burden|1950|controller,variable,simplewiki,CC BY-SA
mcq,"The _____ is often a line, and if the line does not bend or go straight up-and-down it can be described by the basic formula formula_5.",lawsuit|intersection|bump|graph,graph,simplewiki,CC BY-SA
mcq,The _____ formula_59 is the y-intercept of the graph (where the line crosses the vertical axis) and formula_60 is the slope or steepness of the line.,variable|propaganda|peer|provider,variable,simplewiki,CC BY-SA
mcq,"This _____ applies to the coordinates of a graph, where each point on the line is written formula_61.",decline|formula|railway|1990,formula,simplewiki,CC BY-SA
mcq,"In some _____ problems like the equation for a line, there can be more than one variable (formula_3 and formula_22 in this case).",wheel|math|cooperation|makeup,math,simplewiki,CC BY-SA
mcq,"To find _____ on the line, one variable is changed.",point|house|place|water,point,simplewiki,CC BY-SA
mcq,"The _____ that is changed is called the ""independent"" variable.",nominee|variable|racism|gambling,variable,simplewiki,CC BY-SA
mcq,Then the _____ is done to make a number.,aim|fame|math|debut,math,simplewiki,CC BY-SA
mcq,"The _____ that is made is called the ""dependent"" variable.",water|play|whole|number,number,simplewiki,CC BY-SA
mcq,"Most of the _____ the independent variable is written as formula_3 and the dependent variable is written as formula_22, for example, in formula_66.",time||two|see|can,time,simplewiki,CC BY-SA
mcq,"This is often put on a _____, using an formula_3 axis (going left and right) and a formula_22 axis (going up and down).",graph|harbor|detection|legislature,graph,simplewiki,CC BY-SA
mcq,It can also be written in _____ form: formula_69.,function|ray|native|concern,function,simplewiki,CC BY-SA
mcq,"So in this _____, we could put in 5 for formula_3 and get formula_71.",style|date|example|match,example,simplewiki,CC BY-SA
mcq,_____ in 2 for formula_3 would get formula_73.,man|put|play|school,put,simplewiki,CC BY-SA
mcq,And 0 for formula_3 would _____ formula_75.,can|do|get|see,get,simplewiki,CC BY-SA
mcq,"So there would be a _____ going through the points formula_76, formula_77, and formula_78 as seen in the graph to the right.",low|line|light|deal,line,simplewiki,CC BY-SA
mcq,"If formula_3 has a _____ of 1, it is a straight line.",c|thought|care|power,power,simplewiki,CC BY-SA
mcq,"If it is squared or some other _____, it will be curved.",girl|president|power|friend,power,simplewiki,CC BY-SA
mcq,"If it uses an _____ (formula_80 or formula_81), then usually part of the graph is shaded, either above or below the line.",illustration|inequality|chick|bleeding,inequality,simplewiki,CC BY-SA
mcq,"In _____, there are a few rules that can be used for further understanding of equations.",contender|deed|algebra|partisan,algebra,simplewiki,CC BY-SA
mcq,These are called the _____ of algebra.,league|traffic|flight|rule,rule,simplewiki,CC BY-SA
mcq,"Before going on to the _____, reflect on two definitions that will be given.",conference|letter|professor|rule,rule,simplewiki,CC BY-SA
mcq,"In other _____, the order of the terms in an equation does not matter.",f|word|center|short,word,simplewiki,CC BY-SA
mcq,Note that this does not apply for _____ (i.e.,wall|moon|division|female,division,simplewiki,CC BY-SA
mcq,"The associative _____ of addition implies that, when adding three or more terms, it doesn't matter how these terms are grouped.",choice|female|property|inside,property,simplewiki,CC BY-SA
mcq,"Note that this does not hold for _____, e.g.",division|grant|mass|male,division,simplewiki,CC BY-SA
mcq,"""_____"" refers to the property of a number that it is equal to itself.",teaching|identity|camp|schedule,identity,simplewiki,CC BY-SA
mcq,"In other _____, there exists an operation of two numbers so that it equals the variable of the sum.",bill|word|hit|working,word,simplewiki,CC BY-SA
mcq,This also holds for _____: formula_103.,stock|wind|rock|division,division,simplewiki,CC BY-SA
mcq,"When we add a _____ and its opposite, the result is 0.",means|number|find|business,number,simplewiki,CC BY-SA
mcq,"In _____ to ""elementary algebra"", or basic algebra, there are advanced forms of algebra, taught in colleges and universities, such as abstract algebra, linear algebra, and universal algebra.",club|brother|addition|agreement,addition,simplewiki,CC BY-SA
mcq,This includes how to use a _____ to solve many linear equations at once.,matrix|coup|mint|curve,matrix,simplewiki,CC BY-SA
mcq,"Abstract _____ is the study of things that are found in equations, going beyond numbers to the more abstract with groups of numbers.",torch|baron|atom|algebra,algebra,simplewiki,CC BY-SA
mcq,Many _____ problems are about physics and engineering.,reporting|math|trading|bowl,math,simplewiki,CC BY-SA
mcq,In many of these _____ problems time is a variable.,inquiry|crystal|physics|pipe,physics,simplewiki,CC BY-SA
mcq,The _____ used for time is formula_110.,address|length|brown|letter,letter,simplewiki,CC BY-SA
mcq,Using the basic _____ in algebra can help reduce a math problem to its simplest form making it easier to solve difficult problems.,meet|idea|gold|final,idea,simplewiki,CC BY-SA
mcq,"_____ is formula_54, force is formula_112, mass is formula_60, acceleration is formula_82 and speed of light is sometimes formula_115.",third|energy|non|board,energy,simplewiki,CC BY-SA
mcq,"This is used in some famous _____, like formula_116 and formula_117 (although more complex math beyond algebra was needed to come up with that last equation).",equation|pepper|dealer|printer,equation,simplewiki,CC BY-SA
mcq,An _____ is an extremely small piece of matter.,womb|touring|thief|atom,atom,simplewiki,CC BY-SA
mcq,All normal _____ – everything that has mass – is made of atoms.,saying|space|government|matter,matter,simplewiki,CC BY-SA
mcq,"This includes _____, liquids, and gases.",distribution|solid|winner|pack,solid,simplewiki,CC BY-SA
mcq,"The _____ cannot be broken to parts by chemistry, so people once thought it was the smallest piece of matter that could exist.",arthritis|atom|granite|fallout,atom,simplewiki,CC BY-SA
mcq,"There are over 100 different _____ of atoms, called chemical elements.",stop|kind|name|play,kind,simplewiki,CC BY-SA
mcq,"Each _____ has the same basic structure, but a different number of parts.",kind|playing|fire|media,kind,simplewiki,CC BY-SA
mcq,"_____ are very small, but their exact size depends on the type.",dwarf|sponge|infinity|atom,atom,simplewiki,CC BY-SA
mcq,This makes one _____ impossible to see without special tools.,hostility|crusade|atom|lime,atom,simplewiki,CC BY-SA
mcq,_____ learn how they work by doing experiments.,scientist|engagement|equity|silk,scientist,simplewiki,CC BY-SA
mcq,"These are in the _____ of the atom, called the nucleus.",middle|idea|race|beat,middle,simplewiki,CC BY-SA
mcq,Lightweight _____ move quickly around them.,chord|torch|missionary|electron,electron,simplewiki,CC BY-SA
mcq,The electromagnetic _____ holds the nucleus and electrons together.,front|middle|led|force,force,simplewiki,CC BY-SA
mcq,_____ of elements are carbon and gold.,hold|member|council|example,example,simplewiki,CC BY-SA
mcq,"If an _____ has more or less electrons than protons, it is called an ion, and has an electric charge.",pasta|filmmaker|shuttle|atom,atom,simplewiki,CC BY-SA
mcq,_____ can join by chemical bonds.,aide|paddy|atom|lever,atom,simplewiki,CC BY-SA
mcq,Many _____ are made of more than one kind of atom.,life|point|read|thing,thing,simplewiki,CC BY-SA
mcq,These are _____ compounds or mixtures.,transition|cheese|jury|chemical,chemical,simplewiki,CC BY-SA
mcq,A _____ of atoms connected by chemical bonds is called a molecule.,group|water|level|put,group,simplewiki,CC BY-SA
mcq,"For _____, a water molecule is made of two hydrogen atoms and one oxygen atom.",brother|human|example|leave,example,simplewiki,CC BY-SA
mcq,The _____ or breaking of bonds is a chemical reaction.,cannabis|forming|honey|tender,forming,simplewiki,CC BY-SA
mcq,_____ split if the forces inside are too weak to hold them together.,atom|audition|beverage|mutant,atom,simplewiki,CC BY-SA
mcq,"_____ can also join to make larger atoms at very high temperatures, such as inside a star.",optic|atom|bunker|highland,atom,simplewiki,CC BY-SA
mcq,Most _____ on Earth are not radioactive.,atom|flock|orgasm|offender,atom,simplewiki,CC BY-SA
mcq,"They are rarely made, destroyed, or changed into another _____ of atom.",development|party|stop|kind,kind,simplewiki,CC BY-SA
mcq,"He thought that everything was made of _____ called atoms, which could not be divided into smaller pieces.",magistrate|observatory|particle|neighbouring,particle,simplewiki,CC BY-SA
mcq,"Atomic _____ was a mostly philosophical subject, with not much scientific investigation or study, until the early 1800s.",patient|theory|attorney|rise,theory,simplewiki,CC BY-SA
mcq,He said that an _____ was any substance that could not be broken down into other substances by the methods of chemistry.,rank|neck|bunch|element,element,simplewiki,CC BY-SA
mcq,"Any _____ which could be broken down was a ""compound"".",bearing|substance|custody|conspiracy,substance,simplewiki,CC BY-SA
mcq,"In 1803, English _____ John Dalton suggested that elements were made of tiny, solid balls called atoms.",fellowship|philosopher|nucleus|trademark,philosopher,simplewiki,CC BY-SA
mcq,Dalton believed that all _____ of the same element have the same mass.,seating|quarry|delegation|atom,atom,simplewiki,CC BY-SA
mcq,He said that _____ are formed when atoms of more than one element combine.,voter|compound|farmer|frequency,compound,simplewiki,CC BY-SA
mcq,"In any one _____, the atoms would always combine in the same numbers.",sympathy|spell|ore|compound,compound,simplewiki,CC BY-SA
mcq,Brown used Dalton's atomic _____ to describe patterns in how they moved.,army|arm|theory|investment,theory,simplewiki,CC BY-SA
mcq,"By doing this, he proved that _____ are real without question.",pi|atom|socialism|comet,atom,simplewiki,CC BY-SA
mcq,The periodic _____ groups elements by their atomic number (how many protons they have; this is usually the same as the number of electrons).,sign|meaning|table|camera,table,simplewiki,CC BY-SA
mcq,"_____ in the same column, or group, usually have similar qualities.",scoring|clock|sand|element,element,simplewiki,CC BY-SA
mcq,All these _____ are gases that have no color or smell.,element|5th|bond|signing,element,simplewiki,CC BY-SA
mcq,"Also, they cannot combine with other _____ to form compounds.",advocacy|rite|atom|philosopher,atom,simplewiki,CC BY-SA
mcq,Together they are known as noble _____.,evening|gas|opening|challenge,gas,simplewiki,CC BY-SA
mcq,Thomson was the first _____ to discover electrons.,person|matter|thought|try,person,simplewiki,CC BY-SA
mcq,"He learned they had a negative _____, and the rest of the atom had a positive charge.",skin|gas|charge|quality,charge,simplewiki,CC BY-SA
mcq,"Thomson made the _____ pudding model, which said that an atom was like plum pudding: the dried fruit (electrons) were stuck in a mass of pudding (having a positive charge).",flock|plum|ancestor|peasant,plum,simplewiki,CC BY-SA
mcq,"Many of the _____ went through the gold foil, which proved that atoms are mostly empty space.",particle|poker|revelation|pencil,particle,simplewiki,CC BY-SA
mcq,_____ are so small and fast-moving that they did not block the particles from going through.,freight|manuscript|cord|electron,electron,simplewiki,CC BY-SA
mcq,This _____ showed that electrons travel around the nucleus in fixed circular orbits.,attention|reason|model|movement,model,simplewiki,CC BY-SA
mcq,"In the _____ cloud, it is impossible to know exactly where electrons are.",headache|electron|duel|bullying,electron,simplewiki,CC BY-SA
mcq,This _____ is called the electron's orbital.,whole|news|area|job,area,simplewiki,CC BY-SA
mcq,"This _____ led to the creation of the atomic bomb and nuclear power, where fission happens over and over again, creating a chain reaction.",sacrifice|vision|devil|discovery,discovery,simplewiki,CC BY-SA
mcq,The _____ of an electron is about 1800 times smaller (about grams).,mass|officer|weather|color,mass,simplewiki,CC BY-SA
mcq,_____ believe that electrons are elementary particles: they are not made of any smaller pieces.,worship|scientist|threshold|frequency,scientist,simplewiki,CC BY-SA
mcq,The _____ is in the middle of the atom.,nucleus|tenor|biscuit|sediment,nucleus,simplewiki,CC BY-SA
mcq,The _____ makes up more than 99.9% of the mass of the atom.,cork|uterus|kidnapping|nucleus,nucleus,simplewiki,CC BY-SA
mcq,"However, it is very small: about 1 _____ (10−15 m) across, which is around 100,000 times smaller than the width of an atom, so it has a very high density.",subspecie|formula_10|femtometer|15em,femtometer,simplewiki,CC BY-SA
mcq,"It sends out _____ in the form of alpha, beta, or gamma decay.",radiation|costume|bride|crystal,radiation,simplewiki,CC BY-SA
mcq,"The other _____ nuclei can change is through nuclear fusion, when two nuclei join or fuse to make a larger nucleus.",see|over|way|go,way,simplewiki,CC BY-SA
mcq,"Such high _____ are most common in stars like our Sun, which fuses hydrogen for fuel.",goal|short|box|energy,energy,simplewiki,CC BY-SA
mcq,"However, once _____ happens, far more energy is released, because some of the mass becomes energy.",historian|predecessor|conviction|fusion,fusion,simplewiki,CC BY-SA
mcq,"This _____ can be converted to mass, as stated by Einstein's famous formula ""E"" = ""mc""2.",energy|church|increase|playing,energy,simplewiki,CC BY-SA
mcq,"Very small and very large _____ have low binding energy, so they are most willing to go through fission or fusion.",atom|herb|torch|counselor,atom,simplewiki,CC BY-SA
mcq,"_____ orbit, or travel around, the nucleus.",trilogy|specialty|investigator|electron,electron,simplewiki,CC BY-SA
